age_band,E14001458
Aged 15 years and under,16.7
Aged 16 to 24 years,8.7
Aged 25 to 34 years,10.2
Aged 35 to 49 years,17.7
Aged 50 to 64 years,22.0
Aged 65 years and over,24.6
