age_band,E14001157
Aged 15 years and under,21.2
Aged 16 to 24 years,9.6
Aged 25 to 34 years,14.0
Aged 35 to 49 years,20.1
Aged 50 to 64 years,19.1
Aged 65 years and over,15.9
