age_band,E14001434
Aged 15 years and under,17.4
Aged 16 to 24 years,10.3
Aged 25 to 34 years,22.8
Aged 35 to 49 years,24.0
Aged 50 to 64 years,14.9
Aged 65 years and over,10.5
