age_band,E14001224
Aged 15 years and under,18.5
Aged 16 to 24 years,8.0
Aged 25 to 34 years,12.0
Aged 35 to 49 years,20.7
Aged 50 to 64 years,20.3
Aged 65 years and over,20.5
