age_band,E14001411
Aged 15 years and under,22.4
Aged 16 to 24 years,10.3
Aged 25 to 34 years,13.9
Aged 35 to 49 years,19.5
Aged 50 to 64 years,18.6
Aged 65 years and over,15.3
