age_band,E14001531
Aged 15 years and under,16.7
Aged 16 to 24 years,10.8
Aged 25 to 34 years,13.3
Aged 35 to 49 years,18.0
Aged 50 to 64 years,21.2
Aged 65 years and over,19.9
