age_band,E14001445
Aged 15 years and under,20.9
Aged 16 to 24 years,8.0
Aged 25 to 34 years,11.8
Aged 35 to 49 years,24.3
Aged 50 to 64 years,19.4
Aged 65 years and over,15.6
