age_band,E14001096
Aged 15 years and under,23.0
Aged 16 to 24 years,21.2
Aged 25 to 34 years,19.3
Aged 35 to 49 years,19.0
Aged 50 to 64 years,11.2
Aged 65 years and over,6.4
