age_band,E14001303
Aged 15 years and under,14.0
Aged 16 to 24 years,7.6
Aged 25 to 34 years,8.9
Aged 35 to 49 years,14.9
Aged 50 to 64 years,23.5
Aged 65 years and over,31.2
