age_band,E14001364
Aged 15 years and under,18.5
Aged 16 to 24 years,8.6
Aged 25 to 34 years,12.1
Aged 35 to 49 years,19.5
Aged 50 to 64 years,20.3
Aged 65 years and over,21.0
