age_band,E14001493
Aged 15 years and under,14.3
Aged 16 to 24 years,7.7
Aged 25 to 34 years,8.7
Aged 35 to 49 years,14.9
Aged 50 to 64 years,24.2
Aged 65 years and over,30.2
