age_band,E14001405
Aged 15 years and under,16.4
Aged 16 to 24 years,8.3
Aged 25 to 34 years,11.4
Aged 35 to 49 years,16.8
Aged 50 to 64 years,20.9
Aged 65 years and over,26.3
