age_band,E14001250
Aged 15 years and under,16.9
Aged 16 to 24 years,8.3
Aged 25 to 34 years,11.1
Aged 35 to 49 years,18.4
Aged 50 to 64 years,22.3
Aged 65 years and over,23.0
