age_band,E14001368
Aged 15 years and under,18.1
Aged 16 to 24 years,8.8
Aged 25 to 34 years,11.7
Aged 35 to 49 years,16.9
Aged 50 to 64 years,21.6
Aged 65 years and over,22.9
