age_band,E14001271
Aged 15 years and under,20.5
Aged 16 to 24 years,10.7
Aged 25 to 34 years,16.3
Aged 35 to 49 years,23.4
Aged 50 to 64 years,16.7
Aged 65 years and over,12.5
