age_band,E14001301
Aged 15 years and under,24.7
Aged 16 to 24 years,12.4
Aged 25 to 34 years,15.6
Aged 35 to 49 years,23.1
Aged 50 to 64 years,14.6
Aged 65 years and over,9.5
