age_band,E14001524
Aged 15 years and under,18.1
Aged 16 to 24 years,9.7
Aged 25 to 34 years,12.6
Aged 35 to 49 years,18.5
Aged 50 to 64 years,20.2
Aged 65 years and over,20.9
