age_band,E14001264
Aged 15 years and under,16.2
Aged 16 to 24 years,11.1
Aged 25 to 34 years,20.5
Aged 35 to 49 years,22.9
Aged 50 to 64 years,17.5
Aged 65 years and over,11.9
