age_band,E14001286
Aged 15 years and under,21.2
Aged 16 to 24 years,9.5
Aged 25 to 34 years,13.5
Aged 35 to 49 years,18.8
Aged 50 to 64 years,19.4
Aged 65 years and over,17.5
