age_band,E14001298
Aged 15 years and under,17.8
Aged 16 to 24 years,8.5
Aged 25 to 34 years,12.9
Aged 35 to 49 years,19.8
Aged 50 to 64 years,20.9
Aged 65 years and over,20.1
