age_band,E14001332
Aged 15 years and under,17.2
Aged 16 to 24 years,12.0
Aged 25 to 34 years,23.9
Aged 35 to 49 years,23.5
Aged 50 to 64 years,15.8
Aged 65 years and over,7.6
