age_band,E14001546
Aged 15 years and under,23.6
Aged 16 to 24 years,10.0
Aged 25 to 34 years,15.5
Aged 35 to 49 years,22.8
Aged 50 to 64 years,16.9
Aged 65 years and over,11.1
