age_band,E14001565
Aged 15 years and under,18.2
Aged 16 to 24 years,9.0
Aged 25 to 34 years,12.9
Aged 35 to 49 years,20.5
Aged 50 to 64 years,20.8
Aged 65 years and over,18.5
