age_band,E14001563
Aged 15 years and under,20.9
Aged 16 to 24 years,9.7
Aged 25 to 34 years,19.6
Aged 35 to 49 years,26.6
Aged 50 to 64 years,15.2
Aged 65 years and over,8.0
