age_band,E14001481
Aged 15 years and under,18.0
Aged 16 to 24 years,9.4
Aged 25 to 34 years,11.6
Aged 35 to 49 years,19.8
Aged 50 to 64 years,20.5
Aged 65 years and over,20.8
