age_band,E14001066
Aged 15 years and under,17.0
Aged 16 to 24 years,8.7
Aged 25 to 34 years,12.5
Aged 35 to 49 years,17.9
Aged 50 to 64 years,22.0
Aged 65 years and over,22.0
