age_band,E14001476
Aged 15 years and under,17.2
Aged 16 to 24 years,8.6
Aged 25 to 34 years,11.5
Aged 35 to 49 years,17.9
Aged 50 to 64 years,21.6
Aged 65 years and over,23.2
