age_band,E14001115
Aged 15 years and under,17.5
Aged 16 to 24 years,10.5
Aged 25 to 34 years,13.4
Aged 35 to 49 years,21.9
Aged 50 to 64 years,18.7
Aged 65 years and over,18.0
