age_band,E14001135
Aged 15 years and under,19.4
Aged 16 to 24 years,10.2
Aged 25 to 34 years,20.0
Aged 35 to 49 years,20.8
Aged 50 to 64 years,16.0
Aged 65 years and over,13.7
