age_band,E14001508
Aged 15 years and under,17.1
Aged 16 to 24 years,8.7
Aged 25 to 34 years,11.7
Aged 35 to 49 years,18.1
Aged 50 to 64 years,21.4
Aged 65 years and over,23.1
