age_band,E14001171
Aged 15 years and under,14.1
Aged 16 to 24 years,7.2
Aged 25 to 34 years,8.2
Aged 35 to 49 years,14.8
Aged 50 to 64 years,21.0
Aged 65 years and over,34.6
