age_band,E14001550
Aged 15 years and under,16.4
Aged 16 to 24 years,10.6
Aged 25 to 34 years,26.7
Aged 35 to 49 years,22.2
Aged 50 to 64 years,14.6
Aged 65 years and over,9.6
