age_band,E14001065
Aged 15 years and under,21.3
Aged 16 to 24 years,8.2
Aged 25 to 34 years,10.0
Aged 35 to 49 years,21.9
Aged 50 to 64 years,19.5
Aged 65 years and over,19.0
