age_band,E14001390
Aged 15 years and under,17.2
Aged 16 to 24 years,8.8
Aged 25 to 34 years,12.4
Aged 35 to 49 years,17.7
Aged 50 to 64 years,21.0
Aged 65 years and over,22.8
