age_band,E14001120
Aged 15 years and under,25.3
Aged 16 to 24 years,15.1
Aged 25 to 34 years,15.1
Aged 35 to 49 years,20.3
Aged 50 to 64 years,13.6
Aged 65 years and over,10.4
