age_band,E14001228
Aged 15 years and under,17.5
Aged 16 to 24 years,9.3
Aged 25 to 34 years,13.6
Aged 35 to 49 years,18.7
Aged 50 to 64 years,21.2
Aged 65 years and over,19.7
