age_band,E14001159
Aged 15 years and under,19.0
Aged 16 to 24 years,9.6
Aged 25 to 34 years,14.7
Aged 35 to 49 years,21.5
Aged 50 to 64 years,18.3
Aged 65 years and over,17.0
