age_band,E14001100
Aged 15 years and under,24.5
Aged 16 to 24 years,12.7
Aged 25 to 34 years,14.2
Aged 35 to 49 years,19.6
Aged 50 to 64 years,16.4
Aged 65 years and over,12.5
