age_band,E14001328
Aged 15 years and under,22.0
Aged 16 to 24 years,14.2
Aged 25 to 34 years,15.9
Aged 35 to 49 years,20.8
Aged 50 to 64 years,15.9
Aged 65 years and over,11.3
