age_band,E14001502
Aged 15 years and under,18.9
Aged 16 to 24 years,8.5
Aged 25 to 34 years,12.1
Aged 35 to 49 years,20.6
Aged 50 to 64 years,19.8
Aged 65 years and over,20.0
