age_band,E14001109
Aged 15 years and under,17.3
Aged 16 to 24 years,8.7
Aged 25 to 34 years,13.2
Aged 35 to 49 years,17.8
Aged 50 to 64 years,22.2
Aged 65 years and over,20.7
