age_band,E14001214
Aged 15 years and under,17.0
Aged 16 to 24 years,8.4
Aged 25 to 34 years,9.6
Aged 35 to 49 years,17.8
Aged 50 to 64 years,22.9
Aged 65 years and over,24.3
