age_band,E14001346
Aged 15 years and under,22.3
Aged 16 to 24 years,12.6
Aged 25 to 34 years,16.5
Aged 35 to 49 years,21.6
Aged 50 to 64 years,15.8
Aged 65 years and over,11.3
