age_band,E14001127
Aged 15 years and under,15.0
Aged 16 to 24 years,7.5
Aged 25 to 34 years,9.5
Aged 35 to 49 years,15.1
Aged 50 to 64 years,22.8
Aged 65 years and over,30.0
