age_band,E14001581
Aged 15 years and under,17.7
Aged 16 to 24 years,9.1
Aged 25 to 34 years,12.7
Aged 35 to 49 years,18.8
Aged 50 to 64 years,20.1
Aged 65 years and over,21.6
