age_band,E14001503
Aged 15 years and under,18.1
Aged 16 to 24 years,10.1
Aged 25 to 34 years,16.0
Aged 35 to 49 years,23.7
Aged 50 to 64 years,18.4
Aged 65 years and over,13.6
