age_band,E14001473
Aged 15 years and under,16.9
Aged 16 to 24 years,9.1
Aged 25 to 34 years,12.5
Aged 35 to 49 years,17.7
Aged 50 to 64 years,21.1
Aged 65 years and over,22.7
