age_band,E14001133
Aged 15 years and under,18.9
Aged 16 to 24 years,11.9
Aged 25 to 34 years,16.1
Aged 35 to 49 years,20.9
Aged 50 to 64 years,16.8
Aged 65 years and over,15.4
