age_band,E14001497
Aged 15 years and under,17.2
Aged 16 to 24 years,8.5
Aged 25 to 34 years,12.0
Aged 35 to 49 years,17.0
Aged 50 to 64 years,21.1
Aged 65 years and over,24.2
