age_band,E14001193
Aged 15 years and under,18.2
Aged 16 to 24 years,13.5
Aged 25 to 34 years,14.3
Aged 35 to 49 years,19.2
Aged 50 to 64 years,18.0
Aged 65 years and over,16.9
