age_band,E14001313
Aged 15 years and under,20.8
Aged 16 to 24 years,10.2
Aged 25 to 34 years,14.4
Aged 35 to 49 years,18.3
Aged 50 to 64 years,19.4
Aged 65 years and over,16.9
