age_band,E14001504
Aged 15 years and under,15.7
Aged 16 to 24 years,8.3
Aged 25 to 34 years,10.9
Aged 35 to 49 years,17.1
Aged 50 to 64 years,22.7
Aged 65 years and over,25.3
