age_band,E14001319
Aged 15 years and under,10.8
Aged 16 to 24 years,42.0
Aged 25 to 34 years,17.7
Aged 35 to 49 years,12.8
Aged 50 to 64 years,9.0
Aged 65 years and over,7.8
