age_band,E14001541
Aged 15 years and under,21.2
Aged 16 to 24 years,9.9
Aged 25 to 34 years,14.5
Aged 35 to 49 years,19.7
Aged 50 to 64 years,18.9
Aged 65 years and over,15.9
