age_band,E14001380
Aged 15 years and under,16.5
Aged 16 to 24 years,13.2
Aged 25 to 34 years,11.8
Aged 35 to 49 years,17.9
Aged 50 to 64 years,20.0
Aged 65 years and over,20.6
