age_band,E14001093
Aged 15 years and under,21.9
Aged 16 to 24 years,11.0
Aged 25 to 34 years,14.8
Aged 35 to 49 years,19.3
Aged 50 to 64 years,18.9
Aged 65 years and over,14.1
