age_band,E14001153
Aged 15 years and under,21.4
Aged 16 to 24 years,9.4
Aged 25 to 34 years,12.8
Aged 35 to 49 years,23.0
Aged 50 to 64 years,19.0
Aged 65 years and over,14.3
