age_band,E14001592
Aged 15 years and under,20.2
Aged 16 to 24 years,8.7
Aged 25 to 34 years,13.2
Aged 35 to 49 years,22.8
Aged 50 to 64 years,18.6
Aged 65 years and over,16.6
