age_band,E14001343
Aged 15 years and under,14.8
Aged 16 to 24 years,7.5
Aged 25 to 34 years,9.6
Aged 35 to 49 years,14.3
Aged 50 to 64 years,23.3
Aged 65 years and over,30.5
