age_band,E14001423
Aged 15 years and under,16.4
Aged 16 to 24 years,8.2
Aged 25 to 34 years,10.1
Aged 35 to 49 years,18.2
Aged 50 to 64 years,22.6
Aged 65 years and over,24.6
