age_band,E14001378
Aged 15 years and under,16.3
Aged 16 to 24 years,16.5
Aged 25 to 34 years,15.9
Aged 35 to 49 years,17.7
Aged 50 to 64 years,18.1
Aged 65 years and over,15.5
