age_band,E14001402
Aged 15 years and under,19.8
Aged 16 to 24 years,8.5
Aged 25 to 34 years,11.2
Aged 35 to 49 years,20.0
Aged 50 to 64 years,20.6
Aged 65 years and over,19.8
