age_band,E14001570
Aged 15 years and under,17.5
Aged 16 to 24 years,8.3
Aged 25 to 34 years,9.4
Aged 35 to 49 years,16.8
Aged 50 to 64 years,22.7
Aged 65 years and over,25.2
