age_band,E14001406
Aged 15 years and under,19.7
Aged 16 to 24 years,12.0
Aged 25 to 34 years,16.3
Aged 35 to 49 years,21.1
Aged 50 to 64 years,16.9
Aged 65 years and over,14.1
